skill_id,experience_level,difficulty,question,option1,option2,option3,option4,correct
24,mid,hard,How does Flask handle teardown of request context?,Garbage collection,teardown_request funcs,Closes socket,Restarts worker,2
24,mid,hard,Applying decorator below @app.route?,Decorator runs after route,Runs before route,Route ignored,Syntax Error,1
24,mid,hard,Custom URL converter for UUIDs?,Subclass BaseConverter,Regex string,Lambda,Subclass PathConverter,1
24,mid,hard,Purpose of LocalProxy object?,Speeds up lookups,Thread-safe context access,Caches DB,Minifies JSON,2
24,mid,hard,How is g object isolated in multi-threading?,Process IDs,Thread-local storage,Global dicts,DB locks,2
24,senior,easy,Restricting a Flask route to only HTTPS?,@app.requires_https,Check request.is_secure,app.config,ssl_only,2
24,senior,easy,Flask extension for admin interface?,Flask-Admin,Flask-Manager,Flask-Super,Flask-Dash,1
24,senior,easy,Benefit of using flask-cors?,Speeds up API,Allows cross-origin reqs,Encrypts cookies,Validates forms,2
24,senior,medium,How to share DB connection across Blueprints?,Define in factory,Hardcode,Use session,Use request.args,1
24,senior,medium,Risk of using pickle for session?,Slow,Remote Code Execution (RCE),Cookie size,Incompatibility,2
24,senior,medium,Purpose of PRESERVE_CONTEXT_ON_EXCEPTION?,Stops server,Keep context for debug,Deletes logs,Encrypts errors,2
24,senior,hard,Purpose of copy_current_request_context?,Access request in threads,Clones DB,Backs up app,Restores session,1
24,senior,hard,How to implement custom session interface?,Subclass SessionInterface,Modify app.config,Use middleware,Change secret key,1
24,senior,hard,Flask signal library?,Blinker,Requests,SQLAlchemy,Jinja,1
24,senior,hard,Difference between @app.route and @app.add_url_rule?,Decorators vs Method,No difference,Speed,Access control,1
