skill_id,experience_level,difficulty,question,option1,option2,option3,option4,correct
44,senior,hard,What is 'Privileged' mode?,Container has admin password,Container is encrypted,Container has access to all host devices,None,3
44,senior,hard,What is the 'Build Context'?,The set of files accessible to the 'docker build' command,The terminal environment,The CPU usage,None,1
44,fresher,easy,What is the command to download an image from Docker Hub?,docker push,docker get,docker fetch,docker pull,4
44,fresher,easy,How do you list all containers including stopped ones?,docker ps -all,docker list,docker ps -a,docker containers,3
44,fresher,easy,Which instruction in a Dockerfile defines the command to run at startup?,RUN,START,EXEC,CMD,4
44,fresher,medium,How do you name a container during 'docker run'?,--name <name>,-n <name>,--id <name>,-title <name>,1
44,fresher,medium,What happens to a container's data when it is deleted (without volumes)?,It is persisted,It goes to Docker Hub,It is compressed,It is lost,4
44,fresher,medium,Which command shows the Docker version installed?,docker --version,docker -v,Both 1 and 2,docker info,3
44,fresher,hard,What is the difference between RUN and CMD?,No difference,RUN executes during build CMD executes at runtime,CMD is for builds,RUN is for runtime,2
44,fresher,hard,How do you remove all stopped containers at once?,docker rm all,docker container prune,docker stop --all,docker clean,2
44,junior,easy,Which command is used to tag a local image?,docker rename,docker tag,docker label,docker mark,2
44,junior,easy,What is 'localhost' in the context of a default Docker container?,The container itself,The host machine,The Docker Daemon,The internet,1
44,junior,medium,How do you view the resource usage (CPU/Mem) of containers?,docker stats,docker top,docker inspect,docker usage,1
44,junior,medium,Which command builds an image from a Dockerfile in the current directory?,docker build .,docker build -f,docker create .,docker image new,1
44,junior,medium,What is the purpose of 'ENV' in a Dockerfile?,Sets environment variables,Sets the base image,Sets the entrypoint,None,1
44,junior,hard,What is the default network driver for a new container?,Host,None,Overlay,Bridge,4
44,junior,hard,How do you copy a file from the host to a running container?,docker push,docker mv,docker cp,docker scp,3
44,mid,easy,What is the 'docker-compose.yml' file format?,JSON,XML,YAML,TOML,3
44,mid,easy,Which command stops and removes all resources defined in a compose file?,docker-compose stop,docker-compose down,docker-compose rm,docker-compose clean,2
44,mid,medium,How do you persist data even after a container is deleted?,Using Volumes,Using Cache,Using Images,Using Layers,1
44,mid,medium,What is a 'Distroless' image?,An image with no OS,An image containing only the app and dependencies,A broken image,None,2
44,mid,medium,How do you share an image with a teammate?,Push to a registry (Docker Hub),Send the Dockerfile,Export as a tar file,All of the above,4
44,mid,hard,What is 'Multi-stage builds' main benefit?,Faster build time,More security,Both 1 and 3,Reduced final image size,4
44,mid,hard,What is the 'Build Context' in Docker?,The files sent to the daemon for the build,The OS version,The RAM usage,None,1
44,mid,hard,How do you set a non-root user in a Dockerfile?,SET USER,USER <username>,AUTH <username>,None,2
44,senior,easy,What is the 'Docker Engine'?,A web browser,The core software that runs containers,A GUI tool,A type of OS,2
44,senior,medium,What is 'Docker Machine'?,Tool to install Docker on virtual hosts,A physical server,A type of container,None,1
44,senior,medium,How do you run a command as a specific user in 'docker exec'?,--user <name>,-u <name>,Both 1 and 2,None,3
44,senior,medium,What is 'Container Escape'?,A security vulnerability,A command to exit bash,A backup strategy,None,1
44,senior,hard,What is the purpose of 'docker-stack'?,Deploying multi-container apps to Swarm,Building images,Managing local volumes,None,1
44,senior,hard,What are 'Linux Namespaces'?,A Docker Hub feature,A naming convention,Kernel feature providing isolation,None,3
44,senior,hard,What is 'OverlayFS'?,A type of network,A cloud storage,A union mount filesystem used by Docker,None,3
44,senior,hard,How do you change the storage driver in Docker?,Use docker config,It cannot be changed,Edit /etc/docker/daemon.json,None,3
44,senior,hard,What is the 'OOM Killer'?,A virus,Kernel process that kills containers using too much RAM,A debugging tool,None,2
44,senior,hard,What is 'gVisor' or 'Kata Containers'?,A Docker GUI,Sandboxed container runtimes for security,A logging tool,None,2
44,senior,hard,How do you limit 'Memory' usage of a container?,--memory <limit>,--ram <limit>,docker set mem,None,1
44,senior,hard,What is 'Docker Scan'?,Vulnerability scanning for images,A network tool,A log analyzer,None,1
44,senior,hard,What is 'Tini' used for in containers?,A tiny init process to handle signals,A database,A compression tool,None,1
44,senior,hard,What is 'Docker App'?,A mobile app,A tool to package/share applications,A desktop UI,None,2
44,senior,hard,How do you implement 'Secrets' in Docker Compose?,Hardcoding in ENV,Using a .txt file,Using the secrets: key,None,3
44,senior,hard,What is 'Daemonless' container execution?,Running containers without a central service,Running without a CPU,None,None,1
44,senior,hard,What is 'Sidecar Pattern'?,Running a supporting container next to the main app,A type of network,A backup method,None,1
44,senior,hard,What is 'Docker BuildKit'?,Next-gen build engine for Docker,A third party tool,A UI for builds,None,1
44,senior,hard,How do you verify the integrity of an image?,Check the file size,Check the name,None,Check the content hash (Digest),4
44,senior,hard,What is 'Rootless Docker'?,Running Docker without root privileges,A Docker version for IoT,None,None,1
44,senior,hard,What is 'Docker Registry HTTP API'?,A web server,The API used by the engine to talk to registries,A type of volume,None,2
44,senior,hard,What is 'Ambient Capabilities' in Docker?,A type of volume,None,Linux capabilities passed to unprivileged users,None,3
44,senior,hard,What is 'Copy-on-Write' (CoW)?,Strategy to share data until modified,A type of join,A backup script,None,1
44,senior,hard,How do you debug a 'CrashLoopBackOff' (in K8s/Docker context)?,Check logs and entrypoint,Add more RAM,Restart the host,None,1
44,senior,hard,What is 'Docker Object Labels'?,Key-value metadata for images/containers,A naming rule,A security key,None,1
44,senior,hard,What is 'Seccomp' in Docker?,A compression tool,Secure Computing mode to filter system calls,A network driver,None,2
44,senior,hard,How do you implement 'Resource Reservation' in Compose?,Using ENV,Using volumes,Using the reservations: key under deploy,None,3
