skill_id,experience_level,difficulty,question,option1,option2,option3,option4,correct
28,junior,medium,How do you select records where the 'Price' is between 10 and 20?,WHERE Price > 10 AND < 20,WHERE Price BETWEEN 10 AND 20,WHERE Price IN (10 20),WHERE Price >= 10 OR <= 20,2
28,junior,medium,What is the result of a SELECT statement that uses a GROUP BY clause without an aggregate function?,Error in most SQL dialects,Returns unique values of grouped columns,Returns all rows,Returns only the first row,2
28,junior,hard,What is the difference between a LEFT JOIN and an INNER JOIN?,Inner join includes unmatched rows,No difference,Left join includes unmatched rows from left table,Left join is faster,3
28,junior,hard,Which command is used to add a 'Unique' constraint to an existing table?,UPDATE TABLE Users SET UNIQUE (Email),ALTER TABLE Users ADD UNIQUE (Email),MODIFY TABLE Users UNIQUE (Email),INSERT UNIQUE (Email) INTO Users,2
28,mid,easy,Which operator is used to combine the result-set of two or more SELECT statements (including duplicates)?,UNION,JOIN,COMBINE,UNION ALL,4
28,mid,easy,What does the MIN() function return?,The first value,The average value,The smallest value of the selected column,Zero,3
28,mid,medium,How can you return the number of records in the 'Orders' table?,SELECT COUNT(*) FROM Orders,SELECT COLUMNS(*) FROM Orders,SELECT SUM(*) FROM Orders,SELECT LEN(*) FROM Orders,1
28,mid,medium,What is a subquery?,A backup query,A query inside another query,A deleted query,A query that runs on the client side,2
28,mid,hard,What is the purpose of the SQL AUTO_INCREMENT field?,To generated a unique number for new rows,To sort data automatically,To increase the size of the DB,To speed up searches,1
28,mid,hard,How do you select all records from a table where a column 'Address' is NULL?,WHERE Address = NULL,WHERE Address IS NULL,WHERE Address == NULL,WHERE Address IS EMPTY,2
28,mid,hard,What is the difference between CHAR and VARCHAR?,Varchar is fixed Char is variable,No difference,Char is fixed length Varchar is variable,Char stores only numbers,3
28,mid,hard,Which SQL clause is used to filter the results of an aggregate function?,HAVING,WHERE,GROUP BY,ORDER BY,1
28,senior,easy,What is a Database Schema?,The logical structure of the database,The physical hardware,A list of users,A type of query,1
28,senior,medium,What is a 'Composite Primary Key'?,A key used for encryption,A primary key consisting of 2 or more columns,A key that links to another DB,None of these,2
28,senior,medium,Which isolation level prevents 'Dirty Reads' but allows 'Non-repeatable reads'?,Read Uncommitted,Repeatable Read,Serializable,Read Committed,4
28,senior,medium,What is 'Vertical Partitioning'?,Splitting rows across servers,Deleting old columns,Splitting a table into multiple tables with fewer columns,Adding more indexes,3
28,senior,hard,What is the 'Execution Plan' in a database?,A schedule for backups,A security policy,The sequence of operations used to access data,A list of active users,3
28,senior,hard,What is the effect of an 'Index Seek' vs an 'Index Scan'?,Scan is always faster,Seek is more efficient as it navigates the B-tree,Seek reads every row,No difference,2
28,senior,hard,What is a 'Correlated Subquery'?,A subquery that runs independently,A subquery that uses values from the outer query,A subquery that returns multiple columns,None of these,2
28,senior,hard,What is the purpose of the 'SAVEPOINT' command?,To set a point to which a transaction can roll back,To save the database to disk,To backup a single table,To end a transaction,1
28,senior,hard,How does a 'B-Tree' index improve search performance?,By compressing data,By keeping data sorted and allowing logarithmic search time,By randomizing data locations,By removing duplicates,2
28,senior,hard,What is 'Database Denormalization'?,Removing all tables,Sorting data alphabetically,Encrypting the schema,Adding redundancy to improve read performance,4
28,senior,hard,What is the purpose of the 'LEAD()' window function?,To find the first row,To count total rows,To access data from a subsequent row in the same result set,To sort in reverse,3
28,senior,hard,What is a 'Deadlock'?,A crashed server,Two tasks waiting for each other to release a lock,A deleted index,A full disk,2
28,senior,hard,What is the 'Phantm Read' problem in transactions?,New rows appearing in a result set between two reads,Deleted rows reappearing,Data changing values,The database becoming invisible,1
28,senior,hard,How do you implement a 'Self-Join' to find employees and their managers in the same table?,JOIN Table ON ID=ID,JOIN Table E1 ON E1.ManagerID = E2.EmployeeID,SELECT * FROM Table1 Table2,None of these,2
28,senior,hard,What is the 'ACID' property 'Atomicity'?,Data is always consistent,Transactions are isolated,Data is stored permanently,All parts of a transaction succeed or none do,4
28,senior,hard,What is a 'Covering Index'?,An index that covers the entire DB,An index that contains all columns needed for a query,A primary key,A unique constraint,2
28,senior,hard,What is the purpose of the 'RECURSIVE' keyword in a CTE?,To run the query forever,To delete child rows,To allow the CTE to reference itself for hierarchical data,To sort data,3
28,senior,hard,What is the difference between 'CROSS JOIN' and 'INNER JOIN'?,Both 1 and 2,Cross join produces a Cartesian product,Inner join requires a condition,No difference,1
28,senior,hard,What is 'Multi-Version Concurrency Control' (MVCC)?,A method to allow concurrent access without locking,A way to store multiple DB versions,A backup strategy,None of these,1
28,senior,hard,What is the purpose of 'Fill Factor' in an index?,The speed of the index,The number of columns in the index,The percentage of space on each leaf-level page to be filled,The size of the index file,3
28,senior,hard,What is a 'Non-clustered Index'?,An index where the logical order is different from physical,The primary key,A table without an index,None of these,1
28,senior,hard,What is 'Write-Ahead Logging' (WAL)?,Logging after a crash,Changes are logged before being applied to the DB,Logging only user logins,None of these,2
28,senior,hard,What is 'Selectivity' in the context of an index?,The speed of a SELECT query,The ratio of unique values to total rows,The number of Joins,None of these,2
28,senior,hard,How do you find duplicate rows in a table?,SELECT DISTINCT,WHERE ID != ID,Using a LEFT JOIN,GROUP BY all columns HAVING COUNT(*) > 1,4
28,senior,hard,What is the 'CAP Theorem' in distributed databases?,Consistency Availability Partition Tolerance,Coding Access Privacy,Cost Availability Performance,None of these,1
28,senior,hard,What is the purpose of a 'Check Constraint'?,To check if the server is on,To limit the value range that can be placed in a column,To validate user passwords,To format dates,2
28,senior,hard,What is the 'N+1' problem in SQL?,Adding 1 to every row,Executing one query for parent and N for children,Having N+1 tables,None of these,2
28,senior,hard,What is the 'ST_Distance' function used for in Spatial SQL?,Calculating distance between two geometries,Calculating time,Measuring file size,None of these,1
28,senior,hard,How do you drop an existing database?,DELETE DATABASE dbname,REMOVE DATABASE dbname,DROP DATABASE dbname,TRUNCATE DATABASE dbname,3
28,senior,hard,What is the purpose of the 'EXISTS' operator?,To check if a table exists,To check if a user is logged in,None of these,To test for the existence of any record in a subquery,4
28,fresher,easy,What does the 'NOT NULL' constraint do?,Prevents null values,Allows empty values,Removes duplicates,Sorts data,1
28,fresher,easy,Which SQL keyword is used to sort the result-set in descending order?,DESCEND,REVERSE,DESC,DOWN,3
28,fresher,easy,How do you write 'is not equal to' in most SQL dialects?,!=,<>,none of these,Both 1 and 2,4
28,fresher,medium,Which function returns the average value of a numeric column?,MEAN(),AVG(),MEDIAN(),SUM(),2
28,fresher,medium,What is the purpose of the 'BETWEEN' operator?,Join two tables,Search for text,Filter by range,Calculate sums,3
28,fresher,medium,How do you select all columns from a table 'Products'?,SELECT ALL Products,SELECT Products.*,GET * FROM Products,SELECT * FROM Products,4
28,fresher,hard,What is the result of 'SELECT COUNT(column)' if the column has NULL values?,Includes NULLs,Excludes NULLs,Returns 0,Throws error,2
28,fresher,hard,Which SQL clause is used to group rows that have the same values?,GROUP BY,ORDER BY,SORT BY,CLUSTER BY,1
28,junior,easy,What is a 'Unique Key'?,Identifier that allows many NULLs,Same as Primary Key,Identifier that allows one NULL,Non-unique index,3
28,junior,easy,Which command is used to add a record to a table?,UPDATE,ADD,INSERT,SAVE,3
28,junior,medium,What is the difference between 'DELETE' and 'DROP'?,No difference,Drop is for rows,Delete is for DBs,Delete removes rows Drop removes table,4
28,junior,medium,Which join returns only rows where there is a match in both tables?,LEFT JOIN,INNER JOIN,RIGHT JOIN,FULL JOIN,2
28,junior,medium,How do you update the 'City' to 'Oslo' for all records in 'Users'?,UPDATE Users SET City='Oslo',UPDATE City='Oslo' IN Users,SET City='Oslo' FROM Users,MODIFY Users City='Oslo',1
28,junior,hard,What is the purpose of a 'Foreign Key' constraint?,Data encryption,Speeding up queries,Sorting data,Referential integrity,4
28,junior,hard,Which SQL operator is used to test for empty values?,#NAME?,IS BLANK,IS NULL,IS EMPTY,3
28,mid,easy,What does 'TRUNCATE' do?,Deletes all rows quickly,Deletes the table,Renames columns,Backs up data,1
28,mid,easy,Which keyword is used to provide a temporary name to a table or column?,ALIAS,NAME,SET,AS,4
28,mid,medium,What is a 'Self-Join'?,Join with another DB,Join without keys,Join a table to itself,None,3
28,mid,medium,What is the purpose of the 'UNION' operator?,Combines columns,Combines rows,Multiplies data,Filters data,2
28,mid,medium,What is a 'Subquery'?,A deleted query,A query inside another,A fast query,A backup,2
28,mid,hard,What is the difference between 'UNION' and 'UNION ALL'?,Union All is slower,No difference,Union removes duplicates,Union All removes duplicates,3
28,mid,hard,Which function returns the number of characters in a string?,SIZE(),LEN() or LENGTH(),COUNT(),WIDTH(),2
28,mid,hard,How do you prevent a 'Cartesian Product' in a join?,Use SELECT *,Use GROUP BY,Use a join condition,Use ORDER BY,3
28,senior,easy,What is a 'Database Transaction'?,A sequence of operations as one unit,A single SELECT,A user login,A file backup,1
28,senior,medium,What is 'Normalization'?,Increasing data size,Encrypting passwords,Reducing data redundancy,Sorting rows,3
28,senior,medium,What is an 'Index'?,A table copy,A pointer to data for speed,A security key,A data type,2
28,senior,medium,What is the purpose of 'ACID' properties?,Speed up HTML,Ensure reliable transactions,Compress data,None,2
28,senior,hard,What is a 'Clustered Index'?,Physically reorders data on disk,Logical pointer only,Same as Unique key,None,1
28,senior,hard,What is 'Database Sharding'?,Vertical partitioning,Data deletion,Horizontal data partitioning,Encryption,3
28,senior,hard,What is a 'Deadlock'?,A fast query,A deleted table,None,Circular dependency on locks,4
28,senior,hard,What is the 'Isolation' level 'Serializable'?,Highest isolation level,Lowest isolation level,No isolation,None,1
28,senior,hard,What is a 'Materialized View'?,A virtual view,A view stored physically,A temporary table,None,2
28,senior,hard,What is 'Query Optimization'?,Improving query performance,Writing more code,Deleting data,None,1
28,senior,hard,What is the purpose of 'Window Functions'?,Resize the screen,Calculate across related rows,Filter columns,None,2
28,senior,hard,What is a 'Common Table Expression' (CTE)?,A temporary result set,A permanent table,A stored proc,None,1
28,senior,hard,What is 'Dirty Read'?,Reading old data,Reading encrypted data,None,Reading uncommitted data,4
28,senior,hard,What is the 'Execution Plan'?,Steps the DB takes to run a query,A backup schedule,A user list,None,1
28,senior,hard,What is 'Database Replication'?,Deleting data,Copying data to another server,Sorting data,None,2
28,senior,hard,What is 'SQL Injection'?,A security vulnerability,A data type,A join type,None,1
28,senior,hard,What is the 'HAVING' clause used for?,Filtering groups,Filtering rows,Sorting groups,None,1
28,senior,hard,What is 'Referential Integrity'?,Encrypted links,Fast links,None,Consistency between linked tables,4
28,senior,hard,What is 'B-Tree'?,An index data structure,A type of join,A database name,None,1
28,senior,hard,What is 'Star Schema'?,A data warehousing model,A circular join,A small table,None,1
28,senior,hard,What is 'Data Warehouse'?,A physical storage room,System for data analysis,A code repository,None,2
28,senior,hard,What is 'ETL'?,Extract Transform Load,Edit Text Line,Error Table Log,None,1
28,senior,hard,What is 'OLTP'?,Online Transaction Processing,Online Table Print,Offset Load Type,None,1
28,senior,hard,What is 'NoSQL'?,Non-relational database,No queries allowed,New SQL,None,1
28,senior,hard,What is 'Primary Key'?,Any unique column,A sorted column,None,Unique non-null identifier,4
28,senior,hard,What is 'Composite Key'?,Key for images,Key for files,None,Key with multiple columns,4
28,senior,hard,What is 'Stored Procedure'?,A backup file,Saved SQL code for reuse,A table log,None,2
